;Semestre;CRN;Materia;Seccion;Creditos;Titulo;Cupo;Inscritos;Disponible;1Dias;1Horas;1Salon;Area util_s1;Bloque_s1;Capacidad_s1;Ext_s1;Fijo/Movil_s1;Movil Express_s1;Tipo Mobiliario_s1;1F. Inicial;1F. Final;2Dias;2Horas;2Salon;Area util_s2;Bloque_s2;Capacidad_s2;Ext_s2;Fijo/Movil_s2;Movil Express_s2;Tipo Mobiliario_s2;2F. Inicial;2F. Final;3Dias;3Horas;3Salon;Area util_s3;Bloque_s3;Capacidad_s3;Ext_s3;Fijo/Movil_s3;Movil Express_s3;Tipo Mobiliario_s3;3F. Inicial;3F. Final;1Instructor;2Instructor;3Instructor
4521;2018-01;30606;MATE-1252;9;3;CALCULO INTEGRAL-PROBABILIDAD;65;55;10;J;1100 - 1220;G_101;120,6;G;84.0;5501.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;M;1100 - 1220;C_309;89,7;C;60.0;nan;Movil;si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;RODRIGUEZ GRANOBLES FREDY;;
4522;2018-01;30609;MATE-1252;13;3;CALCULO INTEGRAL-PROBABILIDAD;94;90;4;J;0800 - 0920;R_210;172,8;R;192.0;nan;Fijo;No;Silla y superficie abatible fijas;22/01/18;12/5/2018;M;0800 - 0920;ML_617;146,7;ML;94.0;1625.0;Fijo;SI;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;GOODRICK JOHN;;
4523;2018-01;20450;MATE-1252C;2;0;CALCULO INTEGRAL-PROBAB COMPL;33;14;19;LI;0930 - 1020;S1_003;75,8;S1;39.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;FORERO BELTRAN JULIAN;;
4524;2018-01;20698;MATE-1252C;3;0;CALCULO INTEGRAL-PROBAB COMPL;33;19;14;LI;0930 - 1020;AU_401;46;Au;40.0;5631.0;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;MEJIA OSORIO HENRY;;
4525;2018-01;20699;MATE-1252C;4;0;CALCULO INTEGRAL-PROBAB COMPL;34;31;3;LI;1230 - 1320;W_403;81,2;W;42.0;5015.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ARIAS URIBE JUAN CAMILO;;
4526;2018-01;25510;MATE-1252C;6;0;CALCULO INTEGRAL-PROBAB COMPL;33;8;25;LI;0930 - 1020;Z_101;45,2;Z;41.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ACOSTA MELO JORGE ANDRES;;
4527;2018-01;25512;MATE-1252C;7;0;CALCULO INTEGRAL-PROBAB COMPL;33;24;9;LI;0930 - 1020;W_403;81,2;W;42.0;5015.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;OSORIO SALCEDO JUAN SEBASTIAN;;
4528;2018-01;25513;MATE-1252C;8;0;CALCULO INTEGRAL-PROBAB COMPL;34;20;14;LI;1230 - 1320;K2_101;68,4;K2;40.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;OSORIO SALCEDO JUAN SEBASTIAN;;
4529;2018-01;20703;MATE-1252C;10;0;CALCULO INTEGRAL-PROBAB COMPL;32;27;5;LI;1230 - 1320;Z_203;72;Z;40.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;FORERO BELTRAN JULIAN;;
4530;2018-01;30607;MATE-1252C;11;0;CALCULO INTEGRAL-PROBAB COMPL;33;28;5;LI;1230 - 1320;W_204;82,4;W;42.0;5007.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;MEJIA OSORIO HENRY;;
4531;2018-01;30610;MATE-1252C;14;0;CALCULO INTEGRAL-PROBAB COMPL;33;32;1;LI;1230 - 1320;AU_403;46,6;Au;36.0;5633.0;Movil;Si;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;OROZCO LOPEZ RONALD JULIO;;
4532;2018-01;30611;MATE-1252C;15;0;CALCULO INTEGRAL-PROBAB COMPL;32;30;2;LI;1230 - 1320;W_504;82,3;W;42.0;5020.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;LOPEZ CASTRO CESAR AUGUSTO;;
4533;2018-01;30612;MATE-1252C;16;0;CALCULO INTEGRAL-PROBAB COMPL;29;28;1;LI;1230 - 1320;W_506;82,8;W;40.0;5022.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;WALTEROS VERGARA NICOLAS JAVIER;;
4534;2018-01;25657;MATE-1253;1;3;ALG LINEAL 1 Y CÁL 3 (INGLÉS);99;33;66;MJ;1530 - 1650;C_104;130,8;C;100.0;nan;Fijo;si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;KARPUK DAVID ANTON;;
4535;2018-01;25692;MATE-1253;5;3;ALGEBRA LINEAL 1 Y CALCULO 3;91;83;8;MJ;1530 - 1650;O_102;94;O;121.0;5251.0;Fijo;No;Silla y superficie abatible fijas;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;MEDINA LUNA MANUEL JAIR;;
4536;2018-01;30654;MATE-1253;9;3;ALGEBRA LINEAL 1 Y CALCULO 3;90;65;25;MJ;1530 - 1650;O_104;94;O;121.0;5253.0;Fijo;No;Silla y superficie abatible fijas;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;LOPEZ GARCIA JOSE DARIO;;
4537;2018-01;25830;MATE-1253C;2;0;COMPL. CALC. 3 ALG. LINEAL 1;10;3;7;LI;0800 - 0850;C_209;88,1;C;57.0;nan;Fijo;si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;MARTINEZ MARMOL OTAIVIN;;
4538;2018-01;25832;MATE-1253C;3;0;COMPL. CALC. 3 ALG. LINEAL 1;33;15;18;LI;0800 - 0850;M_100;72,1;M;63.0;nan;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;MORALES PINTO YIBY KAROLINA;;
4539;2018-01;25833;MATE-1253C;4;0;COMPL. CALC. 3 ALG. LINEAL 1;33;15;18;I;1400 - 1450;O_301;64,2;O;56.0;5261.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;L;1400 - 1450;C_209;88,1;C;57.0;nan;Fijo;si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;MORALES PINTO YIBY KAROLINA;;
4540;2018-01;25835;MATE-1253C;6;0;COMPL. CALC. 3 ALG. LINEAL 1;30;27;3;I;1100 - 1150;O_403;57,8;O;50.0;5269.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;L;1100 - 1150;SD_802;140;Sd;82.0;1115.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;ACUÑA GONZALEZ JULIAN EDUARDO;;
4541;2018-01;25836;MATE-1253C;7;0;COMPL. CALC. 3 ALG. LINEAL 1;31;26;5;I;1100 - 1150;O_404;57,8;O;50.0;5270.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;L;1100 - 1150;SD_803;140;Sd;82.0;1163.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;PATERNINA AMADOR JOSE CARMELO;;
4542;2018-01;25837;MATE-1253C;8;0;COMPL. CALC. 3 ALG. LINEAL 1;31;30;1;LI;1400 - 1450;ML_514;98,1;ML;69.0;1620.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;PATERNINA AMADOR JOSE CARMELO;;
4543;2018-01;25834;MATE-1253C;10;0;COMPL. CALC. 3 ALG. LINEAL 1;30;24;6;I;1100 - 1150;O_401;57,8;O;50.0;5267.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;L;1100 - 1150;Q_405;114,9;Q;70.0;nan;Fijo;SI;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;RODRIGUEZ TORIJANO CARLOS ANDRES;;
4544;2018-01;30655;MATE-1253C;11;0;COMPL. CALC. 3 ALG. LINEAL 1;30;22;8;I;1400 - 1450;ML_614;109,6;ML;44.0;1627.0;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;L;1400 - 1450;LL_301;51,6;LL;52.0;5089.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;RODRIGUEZ TORIJANO CARLOS ANDRES;;
4545;2018-01;30656;MATE-1253C;12;0;COMPL. CALC. 3 ALG. LINEAL 1;30;20;10;I;1400 - 1450;O_405;60,9;O;44.0;5271.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;L;1400 - 1450;LL_302;51,6;LL;52.0;5090.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;ARIAS URIBE JUAN CAMILO;;
4546;2018-01;27312;MATE-1441B;1;3;ESCHER: GEOMETRÍA Y ARTE;73;17;56;MV;1400 - 1520;ML_606;125,7;ML;81.0;1612.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;PUIG PORTAL JACINTO ELOY;;
4547;2018-01;11193;MATE-1442B;1;3;IDEAS EN ESPACIO Y TIEMPO;73;77;-4;LJ;1530 - 1650;ML_604;125,7;ML;81.0;1616.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CAPASSO CASTRO ITALO;;
4548;2018-01;10003;MATE-1501;1;3;ESTADISTICA 1 (C.SOCIALES);45;36;9;LMJV;0630 - 0720;O_401;57,8;O;50.0;5267.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ROCUTS SCHWEITZER;;
4549;2018-01;12998;MATE-1501;2;3;ESTADISTICA 1 (C.SOCIALES);45;31;14;LMJV;0630 - 0720;LL_304;50,8;LL;50.0;5092.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ARIAS MARQUEZ JORGE ALBERTO;;
4550;2018-01;10172;MATE-1501;3;3;ESTADISTICA 1 (C.SOCIALES);45;41;4;LMJV;1100 - 1150;LL_304;50,8;LL;50.0;5092.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;MARTINEZ MARMOL OTAIVIN;;
4551;2018-01;10173;MATE-1501;4;3;ESTADISTICA 1 (C.SOCIALES);45;25;20;LMJV;1100 - 1150;O_401;57,8;O;50.0;5267.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;VANEGAS GORDILLO ORLANDO;;
4552;2018-01;11941;MATE-1501;5;3;ESTADISTICA 1 (C.SOCIALES);45;32;13;LMJV;1230 - 1320;LL_303;51,5;LL;50.0;5091.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ARBELAEZ ALVARADO DANIEL;;
4553;2018-01;16472;MATE-1501;6;3;ESTADISTICA 1 (C.SOCIALES);45;42;3;L;1230 - 1320;R_111;83;R;70.0;nan;Fijo;No;Silla y superficie abatible fijas;22/01/18;12/5/2018;V;1230 - 1320;SD_806;140,4;Sd;82.0;1164.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;J;1230 - 1320;M_100;72,1;M;63.0;nan;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;PEÑA HIDALGO JAIRO IVAN;;
4554;2018-01;10512;MATE-1502;1;3;ESTADISTICA 2 (C. SOCIALES);45;11;34;V;1230 - 1320;C_307;89,7;C;60.0;nan;Movil;si;Silla móvil, mesa móvil;22/01/18;12/5/2018;LMJ;1230 - 1320;O_301;64,2;O;56.0;5261.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;CASAS MONSEGNY MARTA CECILIA;;
4555;2018-01;10557;MATE-1506;1;3;PROB.Y ESTADISTICA 2;51;42;9;MJ;1400 - 1550;ML_514;98,1;ML;69.0;1620.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;BUENO ALEX ROLANDO;;
4556;2018-01;11061;MATE-1506;2;3;PROB.Y ESTADISTICA 2;62;48;14;J;1400 - 1550;LL_301;51,6;LL;52.0;5089.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;M;1400 - 1550;O_204;70,6;O;62.0;5259.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;ZAPATA RESTREPO OSCAR OSWALDO;;
4557;2018-01;14920;MATE-1506;3;3;PROB.Y ESTADISTICA 2;47;36;11;MV;1400 - 1550;B_203;88,6;B;53.0;1441.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;RODRIGUEZ GUZMAN RAQUEL;;
4558;2018-01;25533;MATE-1507;1;3;MATEMATICAS 2 (BIO-MED);52;47;5;V;0630 - 0750;ML_512;92,2;ML;61.0;1621.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;LJ;0630 - 0750;W_102;133,5;W;87.0;5001.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;RODRIGUEZ DUQUE CESAR AUGUSTO;;
4559;2018-01;25929;MATE-1508;1;3;ESTADISTICA (CONTADURIA);45;18;27;MJV;1100 - 1220;R_110;46,8;R;46.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GARRIDO LOPERA BERTHA CECILIA;;
4560;2018-01;27466;MATE-1721;1;3;PRINCIPIOS MATEM. EN MEDICINA;62;41;21;MJ;0800 - 0920;O_202;70,6;O;62.0;5257.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ARTEAGA BEJARANO JOSE RICARDO;;
4561;2018-01;28622;MATE-1721L;2;0;LAB PRINCIPIOS MATEM. MEDICINA;30;20;10;LI;0800 - 0850;W_403;81,2;W;42.0;5015.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ARTEAGA BEJARANO JOSE RICARDO;;
4562;2018-01;28624;MATE-1721L;3;0;LAB PRINCIPIOS MATEM. MEDICINA;33;21;12;LI;0800 - 0850;W_204;82,4;W;42.0;5007.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ARTEAGA BEJARANO JOSE RICARDO;;
4563;2018-01;10191;MATE-2101;1;3;ALGEBRA ABSTRACTA 1;36;20;16;J;1400 - 1550;LL_104;38;LL;38.0;5079.0;Movil;SI;Pupitre universitario;22/01/18;12/5/2018;M;1400 - 1550;O_405;60,9;O;44.0;5271.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;SANABRIA MALAGON CAMILO;;
4564;2018-01;10004;MATE-2201;1;3;ANALISIS 1;45;15;30;IV;1400 - 1550;Q_306;86,3;Q;48.0;1454.0;Fijo;SI;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CORTISSOZ IRIARTE JEAN CARLOS;;
4565;2018-01;13577;MATE-2210;1;2;CALC VARIABLE COMPL (INGENIER);46;26;20;IV;0930 - 1020;Z_110;52,9;Z;47.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;BUENO ALEX ROLANDO;;
4566;2018-01;25542;MATE-2210;2;2;CALC VARIABLE COMPL (INGENIER);45;20;25;IV;0930 - 1020;O_403;57,8;O;50.0;5269.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;LOPEZ GARCIA JOSE DARIO;;
4567;2018-01;12053;MATE-2211;1;3;CALC.VARIABLE COMPLEJA;45;3;42;M;1700 - 1820;LL_201;51,7;LL;32.0;5084.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;IV;1100 - 1220;O_302;64,2;O;56.0;5262.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;FERRI STEFANO;;
4568;2018-01;11044;MATE-2301;1;3;ECUACIONES DIFERENCIALES;91;81;10;MJ;0930 - 1050;O_104;94;O;121.0;5253.0;Fijo;No;Silla y superficie abatible fijas;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GINIATOULLINE ANDREI;;
4569;2018-01;16492;MATE-2301;5;3;ECUACIONES DIFERENCIALES;80;30;50;MJ;0930 - 1050;ML_510;98,1;ML;69.0;1617.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;SCHAFFHAUSER FLORENT;;
4570;2018-01;30673;MATE-2301;9;3;ECUACIONES DIFERENCIALES;90;82;8;MJ;1700 - 1820;C_104;130,8;C;100.0;nan;Fijo;si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ZAPATA RESTREPO OSCAR OSWALDO;;
4571;2018-01;12902;MATE-2301C;2;0;ECUACIONES DIFERENCIALES COMPL;31;26;5;IV;0930 - 1020;M_100;72,1;M;63.0;nan;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;TOBAR BRAVO GERMAN AUGUSTO;;
4572;2018-01;12903;MATE-2301C;3;0;ECUACIONES DIFERENCIALES COMPL;30;28;2;IV;0930 - 1020;ML_514;98,1;ML;69.0;1620.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GALINDO OLARTE ANDRES FELIPE;;
4573;2018-01;12312;MATE-2301C;4;0;ECUACIONES DIFERENCIALES COMPL;30;27;3;IV;0930 - 1020;O_405;60,9;O;44.0;5271.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;DONADO RINCON DANIEL ALBERTO;;
4574;2018-01;16495;MATE-2301C;6;0;ECUACIONES DIFERENCIALES COMPL;27;18;9;I;0930 - 1020;AU_204;37,9;Au;40.0;5611.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;L;0930 - 1020;W_504;82,3;W;42.0;5020.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;SOTO OCHOA SIMON ANDRES;;
4575;2018-01;16496;MATE-2301C;7;0;ECUACIONES DIFERENCIALES COMPL;30;10;20;I;0930 - 1020;O_303;64,2;O;56.0;5263.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;L;0930 - 1020;AU_402;46;Au;40.0;5632.0;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;BARRIGA TURRIAGO ELIANA LUCERO;;
4576;2018-01;16518;MATE-2301C;8;0;ECUACIONES DIFERENCIALES COMPL;26;2;24;I;0930 - 1020;O_304;64,2;O;56.0;5264.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;L;0930 - 1020;AU_201;59,8;Au;44.0;5608.0;Movil;Si;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;;;;;;;;;;;;;SUESCUN GOMEZ NICOLAS;;
4577;2018-01;16497;MATE-2301C;10;0;ECUACIONES DIFERENCIALES COMPL;30;26;4;IV;1700 - 1750;R_109;37,5;R;37.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;TOBAR BRAVO GERMAN AUGUSTO;;
4578;2018-01;30693;MATE-2301C;11;0;ECUACIONES DIFERENCIALES COMPL;30;28;2;IV;1700 - 1750;Z_102;43;Z;37.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;SOTO OCHOA SIMON ANDRES;;
4579;2018-01;30694;MATE-2301C;12;0;ECUACIONES DIFERENCIALES COMPL;30;28;2;IV;1700 - 1750;Z_202;46,4;Z;34.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GALINDO OLARTE ANDRES FELIPE;;
4580;2018-01;30443;MATE-2303;1;3;ECUAC.DIFERENCIAL.(INGENIERÍA);99;69;30;MJ;1230 - 1350;C_104;130,8;C;100.0;nan;Fijo;si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ARTEAGA BEJARANO JOSE RICARDO;;
4581;2018-01;30444;MATE-2303C;2;0;COMPL ECUA DIFEREN(INGENIERÍA);37;33;4;LI;0700 - 0750;B_201;122,8;B;51.0;1439.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;LOPEZ CASTRO CESAR AUGUSTO;;
4582;2018-01;30952;MATE-2303C;3;0;COMPL ECUA DIFEREN(INGENIERÍA);37;36;1;LI;0700 - 0750;Y_101;96;Y;60.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;MUÑOZ CARVAJAL JORGE DANIEL;;
4583;2018-01;30953;MATE-2303C;4;0;COMPL ECUA DIFEREN(INGENIERÍA);1;0;1;LI;0700 - 0750;ML_512;92,2;ML;61.0;1621.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;
4584;2018-01;29768;MATE-2411;1;3;GEOMETRIA DE CURVAS Y SUPERFIC;45;12;33;IV;1100 - 1250;O_204;70,6;O;62.0;5259.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CARDONA GUIO ALEXANDER;;
4585;2018-01;25936;MATE-2507;1;4;PROB. Y ESTAD ASUNTOS PUBLICOS;45;5;40;MJV;1530 - 1650;O_401;57,8;O;50.0;5267.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CASAS MONSEGNY MARTA CECILIA;;
4586;2018-01;27467;MATE-2509;1;4;ESTADISTICA (ECONOMIA);45;23;22;LMV;1530 - 1650;B_201;122,8;B;51.0;1439.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ORTIZ SANCHEZ ROBERTO;;
4587;2018-01;28178;MATE-2509;2;4;ESTADISTICA (ECONOMIA);47;42;5;LMJ;0630 - 0750;Z_110;52,9;Z;47.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ORTIZ GUZMAN FABIO HERNANDO;;
4588;2018-01;28179;MATE-2509;3;4;ESTADISTICA (ECONOMIA);48;45;3;L;0930 - 1050;O_203;70,6;O;62.0;5258.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;V;0930 - 1050;O_303;64,2;O;56.0;5263.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;M;0930 - 1050;O_202;70,6;O;62.0;5257.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;CASAS MONSEGNY MARTA CECILIA;;
4589;2018-01;29769;MATE-2510;1;3;PROBABILIDAD (HONOR);45;15;30;IV;1100 - 1250;O_205;72,7;O;62.0;5260.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JUNCA PELAEZ MAURICIO JOSE;;
4590;2018-01;29770;MATE-2511;1;4;ESTADÍSTICA ASUNTOS PÚBLICOS;45;8;37;V;1530 - 1650;W_201;55,8;W;24.0;5004.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;MJ;1530 - 1650;LL_203;52,4;LL;32.0;5086.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;DONADO RINCON DANIEL ALBERTO;;
4591;2018-01;29771;MATE-2604;1;3;TEORIA DE ANALISIS NUMERICO;45;20;25;MJ;1100 - 1250;O_304;64,2;O;56.0;5264.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;OULD AHMED;;
4592;2018-01;10437;MATE-2711;1;3;METODOS MATEM. PARA ECONO.;47;47;0;LMJV;0930 - 1020;LL_304;50,8;LL;50.0;5092.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GARRIDO LOPERA BERTHA CECILIA;;
4593;2018-01;20761;MATE-2711;2;3;METODOS MATEM. PARA ECONO.;47;31;16;LMJV;1230 - 1320;O_401;57,8;O;50.0;5267.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ORTIZ SANCHEZ ROBERTO;;
4594;2018-01;21248;MATE-2711;3;3;METODOS MATEM. PARA ECONO.;49;35;14;LMJV;1230 - 1320;O_402;57,8;O;50.0;5268.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;RODRIGUEZ GRANOBLES FREDY;;
4595;2018-01;28737;MATE-2711;4;3;METODOS MATEM. PARA ECONO.;45;42;3;LMJV;1700 - 1750;O_402;57,8;O;50.0;5268.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;ARIAS URIBE JUAN CAMILO;;
4596;2018-01;27311;MATE-2714;1;3;INT.MODELOS MATEM.GEST.FINAN.;99;44;55;MJ;1400 - 1520;O_103;94;O;121.0;5252.0;Fijo;No;Silla y superficie abatible fijas;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;MEZIAT VELEZ RENE JOAQUIN;;
4598;2018-01;13578;MATE-3101;1;3;ALGEBRA ABSTRACTA 2;20;5;15;IV;1400 - 1550;Z_101;45,2;Z;41.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CAICEDO FERRER XAVIER;;
4599;2018-01;22070;MATE-3120;1;3;LOGICA 1;40;14;26;MJ;1400 - 1550;AU_202;37,9;Au;40.0;5609.0;Movil;SI;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;MARTINEZ BALDARES MARICARMEN;;
4600;2018-01;29772;MATE-3121;1;3;LOGICA 2;20;3;17;MJ;1100 - 1250;Z_101;45,2;Z;41.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GOODRICK JOHN;;
